date,trend_slug,trend_label,average_relative_interest,countries_available,start_date,months_from_start
2019-07-01,hydro_flask_water_bottle,Hydro Flask,0.007141122176341996,6,2018-08-01,11
2019-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-37
2019-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-38
2019-07-01,yeti_water_bottle,Yeti,0.007141122176341996,6,2018-08-01,11
2019-08-01,camelbak_water_bottle,CamelBak,0.01685785439238478,6,2012-02-01,90
2019-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-10
2019-08-01,hydro_flask_water_bottle,Hydro Flask,0.007226716653512234,6,2018-08-01,12
2019-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-36
2019-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-37
2019-08-01,yeti_water_bottle,Yeti,0.007226716653512234,6,2018-08-01,12
2019-09-01,camelbak_water_bottle,CamelBak,0.019548843865331022,6,2012-02-01,91
2019-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-9
2019-09-01,hydro_flask_water_bottle,Hydro Flask,0.008066581306017926,6,2018-08-01,13
2019-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-35
2019-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-36
2019-09-01,yeti_water_bottle,Yeti,0.008066581306017926,6,2018-08-01,13
2019-10-01,camelbak_water_bottle,CamelBak,0.011373274732053358,6,2012-02-01,92
2019-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-8
2019-10-01,hydro_flask_water_bottle,Hydro Flask,0.010404095480431358,6,2018-08-01,14
2019-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-34
2019-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-35
2019-10-01,yeti_water_bottle,Yeti,0.00881679389312977,6,2018-08-01,14
2019-11-01,camelbak_water_bottle,CamelBak,0.006410256410256411,6,2012-02-01,93
2019-11-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-7
2019-11-01,hydro_flask_water_bottle,Hydro Flask,0.011241217798594848,6,2018-08-01,15
2019-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-33
2019-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-34
2019-11-01,yeti_water_bottle,Yeti,0.009653916211293261,6,2018-08-01,15
2019-12-01,camelbak_water_bottle,CamelBak,0.005376344086021505,6,2012-02-01,94
2019-12-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-6
2019-12-01,hydro_flask_water_bottle,Hydro Flask,0.010880788730840084,6,2018-08-01,16
2019-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-32
2019-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-33
2019-12-01,yeti_water_bottle,Yeti,0.009431513368521242,6,2018-08-01,16
2020-01-01,camelbak_water_bottle,CamelBak,0.0049504950495049506,6,2012-02-01,95
2020-01-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-5
2020-01-01,hydro_flask_water_bottle,Hydro Flask,0.008912037037037038,6,2018-08-01,17
2020-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-31
2020-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-32
2020-01-01,yeti_water_bottle,Yeti,0.008912037037037038,6,2018-08-01,17
2020-02-01,camelbak_water_bottle,CamelBak,0.00698581560283688,6,2012-02-01,96
2020-02-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-4
2020-02-01,hydro_flask_water_bottle,Hydro Flask,0.008751675852822882,6,2018-08-01,18
2020-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-30
2020-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-31
2020-02-01,yeti_water_bottle,Yeti,0.008751675852822882,6,2018-08-01,18
2020-03-01,camelbak_water_bottle,CamelBak,0.0065621176732287845,6,2012-02-01,97
2020-03-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-3
2020-03-01,hydro_flask_water_bottle,Hydro Flask,0.00637800934243622,6,2018-08-01,19
2020-03-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-29
2020-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-30
2020-03-01,yeti_water_bottle,Yeti,0.00637800934243622,6,2018-08-01,19
2020-04-01,camelbak_water_bottle,CamelBak,0.00551906586389345,6,2012-02-01,98
2020-04-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-2
2020-04-01,hydro_flask_water_bottle,Hydro Flask,0.003556454028152141,6,2018-08-01,20
2020-04-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-28
2020-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-29
2020-04-01,yeti_water_bottle,Yeti,0.003556454028152141,6,2018-08-01,20
2020-05-01,camelbak_water_bottle,CamelBak,0.0,6,2012-02-01,99
2020-05-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-1
2020-05-01,hydro_flask_water_bottle,Hydro Flask,0.0015432098765432098,6,2018-08-01,21
2020-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-27
2020-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-28
2020-05-01,yeti_water_bottle,Yeti,0.0035512420050572654,6,2018-08-01,21
2020-06-01,camelbak_water_bottle,CamelBak,0.005849753694581281,6,2012-02-01,100
2020-06-01,frank_green_water_bottle,Frank Green,0.005849753694581281,6,2020-06-01,0
2020-06-01,hydro_flask_water_bottle,Hydro Flask,0.0028248587570621464,6,2018-08-01,22
2020-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-26
2020-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-27
2020-06-01,yeti_water_bottle,Yeti,0.006570177109122072,6,2018-08-01,22
2020-07-01,camelbak_water_bottle,CamelBak,0.009412855054302423,6,2012-02-01,101
2020-07-01,frank_green_water_bottle,Frank Green,0.0053819444444444435,6,2020-06-01,1
2020-07-01,hydro_flask_water_bottle,Hydro Flask,0.0037593984962406013,6,2018-08-01,23
2020-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-25
2020-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-26
2020-07-01,yeti_water_bottle,Yeti,0.0087593984962406,6,2018-08-01,23
2020-08-01,camelbak_water_bottle,CamelBak,0.01175721961534005,6,2012-02-01,102
2020-08-01,frank_green_water_bottle,Frank Green,0.007895171957671957,6,2020-06-01,2
2020-08-01,hydro_flask_water_bottle,Hydro Flask,0.0036496350364963507,6,2018-08-01,24
2020-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-24
2020-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-25
2020-08-01,yeti_water_bottle,Yeti,0.009628084810566562,6,2018-08-01,24
2020-09-01,camelbak_water_bottle,CamelBak,0.01115450571972311,6,2012-02-01,103
2020-09-01,frank_green_water_bottle,Frank Green,0.0024154589371980675,6,2020-06-01,3
2020-09-01,hydro_flask_water_bottle,Hydro Flask,0.003787878787878788,6,2018-08-01,25
2020-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-23
2020-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-24
2020-09-01,yeti_water_bottle,Yeti,0.012320332919741953,6,2018-08-01,25
2020-10-01,camelbak_water_bottle,CamelBak,0.00890896543070456,6,2012-02-01,104
2020-10-01,frank_green_water_bottle,Frank Green,0.004329004329004329,6,2020-06-01,4
2020-10-01,hydro_flask_water_bottle,Hydro Flask,0.004132231404958677,6,2018-08-01,26
2020-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-22
2020-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-23
2020-10-01,yeti_water_bottle,Yeti,0.015273428810978215,6,2018-08-01,26
2020-11-01,camelbak_water_bottle,CamelBak,0.011667345000678333,6,2012-02-01,105
2020-11-01,frank_green_water_bottle,Frank Green,0.0036630036630036626,6,2020-06-01,5
2020-11-01,hydro_flask_water_bottle,Hydro Flask,0.0045045045045045045,6,2018-08-01,27
2020-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-21
2020-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-22
2020-11-01,yeti_water_bottle,Yeti,0.01752460788605367,6,2018-08-01,27
2020-12-01,camelbak_water_bottle,CamelBak,0.01172722116571581,6,2012-02-01,106
2020-12-01,frank_green_water_bottle,Frank Green,0.006472491909385113,6,2020-06-01,6
2020-12-01,hydro_flask_water_bottle,Hydro Flask,0.004629629629629629,6,2018-08-01,28
2020-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-20
2020-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-21
2020-12-01,yeti_water_bottle,Yeti,0.020438541292101164,6,2018-08-01,28
2021-01-01,camelbak_water_bottle,CamelBak,0.010616494507296279,6,2012-02-01,107
2021-01-01,frank_green_water_bottle,Frank Green,0.007309941520467837,6,2020-06-01,7
2021-01-01,hydro_flask_water_bottle,Hydro Flask,0.0030303030303030303,6,2018-08-01,29
2021-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-19
2021-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-20
2021-01-01,yeti_water_bottle,Yeti,0.020768052037401886,6,2018-08-01,29
2021-02-01,camelbak_water_bottle,CamelBak,0.0109347442680776,6,2012-02-01,108
2021-02-01,frank_green_water_bottle,Frank Green,0.007936507936507938,6,2020-06-01,8
2021-02-01,hydro_flask_water_bottle,Hydro Flask,0.0015015015015015015,6,2018-08-01,30
2021-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-18
2021-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-19
2021-02-01,yeti_water_bottle,Yeti,0.01773039273039273,6,2018-08-01,30
2021-03-01,camelbak_water_bottle,CamelBak,0.008768115942028984,6,2012-02-01,109
2021-03-01,frank_green_water_bottle,Frank Green,0.007246376811594203,6,2020-06-01,9
2021-03-01,hydro_flask_water_bottle,Hydro Flask,0.0027287712732780895,6,2018-08-01,31
2021-03-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-17
2021-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-18
2021-03-01,yeti_water_bottle,Yeti,0.015179910044977513,6,2018-08-01,31
2021-04-01,camelbak_water_bottle,CamelBak,0.010156510156510156,6,2012-02-01,110
2021-04-01,frank_green_water_bottle,Frank Green,0.006493506493506493,6,2020-06-01,10
2021-04-01,hydro_flask_water_bottle,Hydro Flask,0.004190207156308851,6,2018-08-01,32
2021-04-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-16
2021-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-17
2021-04-01,yeti_water_bottle,Yeti,0.014096599277011646,6,2018-08-01,32
2021-05-01,camelbak_water_bottle,CamelBak,0.006666666666666667,6,2012-02-01,111
2021-05-01,frank_green_water_bottle,Frank Green,0.006666666666666667,6,2020-06-01,11
2021-05-01,hydro_flask_water_bottle,Hydro Flask,0.004139823431162014,6,2018-08-01,33
2021-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-15
2021-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-16
2021-05-01,yeti_water_bottle,Yeti,0.016677915260592428,6,2018-08-01,33
2021-06-01,camelbak_water_bottle,CamelBak,0.009440925483150819,6,2012-02-01,112
2021-06-01,frank_green_water_bottle,Frank Green,0.006849315068493151,6,2020-06-01,12
2021-06-01,hydro_flask_water_bottle,Hydro Flask,0.0024509803921568623,6,2018-08-01,34
2021-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-14
2021-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-15
2021-06-01,yeti_water_bottle,Yeti,0.017522220594339857,6,2018-08-01,34
2021-07-01,camelbak_water_bottle,CamelBak,0.011481713252676959,6,2012-02-01,113
2021-07-01,frank_green_water_bottle,Frank Green,0.006666666666666667,6,2020-06-01,13
2021-07-01,hydro_flask_water_bottle,Hydro Flask,0.003813341556172268,6,2018-08-01,35
2021-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-13
2021-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-14
2021-07-01,yeti_water_bottle,Yeti,0.018106691335183472,6,2018-08-01,35
2021-08-01,camelbak_water_bottle,CamelBak,0.012670354493479122,6,2012-02-01,114
2021-08-01,frank_green_water_bottle,Frank Green,0.006329113924050633,6,2020-06-01,14
2021-08-01,hydro_flask_water_bottle,Hydro Flask,0.006133482475764355,6,2018-08-01,36
2021-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-12
2021-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-13
2021-08-01,yeti_water_bottle,Yeti,0.018325758219352648,6,2018-08-01,36
2021-09-01,camelbak_water_bottle,CamelBak,0.009955607198371125,6,2012-02-01,115
2021-09-01,frank_green_water_bottle,Frank Green,0.007751937984496123,6,2020-06-01,15
2021-09-01,hydro_flask_water_bottle,Hydro Flask,0.006446125151161122,6,2018-08-01,37
2021-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-11
2021-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-12
2021-09-01,yeti_water_bottle,Yeti,0.018480743133579003,6,2018-08-01,37
2021-10-01,camelbak_water_bottle,CamelBak,0.010485287659200704,6,2012-02-01,116
2021-10-01,frank_green_water_bottle,Frank Green,0.009057971014492754,6,2020-06-01,16
2021-10-01,hydro_flask_water_bottle,Hydro Flask,0.004113031315932959,6,2018-08-01,38
2021-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-10
2021-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-11
2021-10-01,yeti_water_bottle,Yeti,0.02087746042347577,6,2018-08-01,38
2021-11-01,camelbak_water_bottle,CamelBak,0.010822510822510822,6,2012-02-01,117
2021-11-01,frank_green_water_bottle,Frank Green,0.015728715728715727,6,2020-06-01,17
2021-11-01,hydro_flask_water_bottle,Hydro Flask,0.002754820936639118,6,2018-08-01,39
2021-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-9
2021-11-01,stanley_water_bottle,Stanley,0.0014749262536873156,6,2022-09-01,-10
2021-11-01,yeti_water_bottle,Yeti,0.022550177095631643,6,2018-08-01,39
2021-12-01,camelbak_water_bottle,CamelBak,0.0118939883645766,6,2012-02-01,118
2021-12-01,frank_green_water_bottle,Frank Green,0.02041585865115277,6,2020-06-01,18
2021-12-01,hydro_flask_water_bottle,Hydro Flask,0.0027100271002710023,6,2018-08-01,40
2021-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-8
2021-12-01,stanley_water_bottle,Stanley,0.0012531328320802004,6,2022-09-01,-9
2021-12-01,yeti_water_bottle,Yeti,0.025364752947249363,6,2018-08-01,40
2022-01-01,camelbak_water_bottle,CamelBak,0.01109490913102231,6,2012-02-01,119
2022-01-01,frank_green_water_bottle,Frank Green,0.027534748076445764,6,2020-06-01,19
2022-01-01,hydro_flask_water_bottle,Hydro Flask,0.004673807205452775,6,2018-08-01,41
2022-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-7
2022-01-01,stanley_water_bottle,Stanley,0.0010964912280701754,6,2022-09-01,-8
2022-01-01,yeti_water_bottle,Yeti,0.02993096468236328,6,2018-08-01,41
2022-02-01,camelbak_water_bottle,CamelBak,0.012078198343108438,6,2012-02-01,120
2022-02-01,frank_green_water_bottle,Frank Green,0.04019049314580737,6,2020-06-01,20
2022-02-01,hydro_flask_water_bottle,Hydro Flask,0.0033448562832085016,6,2018-08-01,42
2022-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-6
2022-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-7
2022-02-01,yeti_water_bottle,Yeti,0.0330431055417966,6,2018-08-01,42
2022-03-01,camelbak_water_bottle,CamelBak,0.013109783593777494,6,2012-02-01,121
2022-03-01,frank_green_water_bottle,Frank Green,0.05137310606060606,6,2020-06-01,21
2022-03-01,hydro_flask_water_bottle,Hydro Flask,0.004329004329004329,6,2018-08-01,43
2022-03-01,owala_water_bottle,Owala,0.0014749262536873156,6,2022-08-01,-5
2022-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-6
2022-03-01,yeti_water_bottle,Yeti,0.03528020805399124,6,2018-08-01,43
2022-04-01,camelbak_water_bottle,CamelBak,0.01250285005882166,6,2012-02-01,122
2022-04-01,frank_green_water_bottle,Frank Green,0.0600892304297256,6,2020-06-01,22
2022-04-01,hydro_flask_water_bottle,Hydro Flask,0.0037660124250920887,6,2018-08-01,44
2022-04-01,owala_water_bottle,Owala,0.0014005602240896359,6,2022-08-01,-4
2022-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-5
2022-04-01,yeti_water_bottle,Yeti,0.034087972931959074,6,2018-08-01,44
2022-05-01,camelbak_water_bottle,CamelBak,0.012885765420452852,6,2012-02-01,123
2022-05-01,frank_green_water_bottle,Frank Green,0.053714972610433585,6,2020-06-01,23
2022-05-01,hydro_flask_water_bottle,Hydro Flask,0.004851256995339327,6,2018-08-01,45
2022-05-01,owala_water_bottle,Owala,0.0013123359580052493,6,2022-08-01,-3
2022-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-4
2022-05-01,yeti_water_bottle,Yeti,0.03169209899204693,6,2018-08-01,45
2022-06-01,camelbak_water_bottle,CamelBak,0.011273327062800745,6,2012-02-01,124
2022-06-01,frank_green_water_bottle,Frank Green,0.046862211862211865,6,2020-06-01,24
2022-06-01,hydro_flask_water_bottle,Hydro Flask,0.0029239766081871343,6,2018-08-01,46
2022-06-01,owala_water_bottle,Owala,0.0012254901960784311,6,2022-08-01,-2
2022-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-3
2022-06-01,yeti_water_bottle,Yeti,0.03205609320160404,6,2018-08-01,46
2022-07-01,camelbak_water_bottle,CamelBak,0.014061487667406683,6,2012-02-01,125
2022-07-01,frank_green_water_bottle,Frank Green,0.044875943905070124,6,2020-06-01,25
2022-07-01,hydro_flask_water_bottle,Hydro Flask,0.00384557945041816,6,2018-08-01,47
2022-07-01,owala_water_bottle,Owala,0.0023148148148148147,6,2022-08-01,-1
2022-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-2
2022-07-01,yeti_water_bottle,Yeti,0.03501324884232808,6,2018-08-01,47
2022-08-01,camelbak_water_bottle,CamelBak,0.012833213585246106,6,2012-02-01,126
2022-08-01,frank_green_water_bottle,Frank Green,0.04691276642496154,6,2020-06-01,26
2022-08-01,hydro_flask_water_bottle,Hydro Flask,0.004722222222222222,6,2018-08-01,48
2022-08-01,owala_water_bottle,Owala,0.0033333333333333335,6,2022-08-01,0
2022-08-01,stanley_water_bottle,Stanley,0.0019444444444444442,6,2022-09-01,-1
2022-08-01,yeti_water_bottle,Yeti,0.04143610836446202,6,2018-08-01,48
2022-09-01,camelbak_water_bottle,CamelBak,0.012851871662689392,6,2012-02-01,127
2022-09-01,frank_green_water_bottle,Frank Green,0.0488513453115223,6,2020-06-01,27
2022-09-01,hydro_flask_water_bottle,Hydro Flask,0.004770667211885776,6,2018-08-01,49
2022-09-01,owala_water_bottle,Owala,0.0034246575342465756,6,2022-08-01,1
2022-09-01,stanley_water_bottle,Stanley,0.003941479815534201,6,2022-09-01,0
2022-09-01,yeti_water_bottle,Yeti,0.04079742267315433,6,2018-08-01,49
2022-10-01,camelbak_water_bottle,CamelBak,0.008449809771388513,6,2012-02-01,128
2022-10-01,frank_green_water_bottle,Frank Green,0.05178907721280603,6,2020-06-01,28
2022-10-01,hydro_flask_water_bottle,Hydro Flask,0.006376631336073257,6,2018-08-01,50
2022-10-01,owala_water_bottle,Owala,0.00373134328358209,6,2022-08-01,2
2022-10-01,stanley_water_bottle,Stanley,0.005204953493402552,6,2022-09-01,1
2022-10-01,yeti_water_bottle,Yeti,0.04065971279851217,6,2018-08-01,50
2022-11-01,camelbak_water_bottle,CamelBak,0.006864988558352402,6,2012-02-01,129
2022-11-01,frank_green_water_bottle,Frank Green,0.058381791104903234,6,2020-06-01,29
2022-11-01,hydro_flask_water_bottle,Hydro Flask,0.008454380181274708,6,2018-08-01,51
2022-11-01,owala_water_bottle,Owala,0.0040650406504065045,6,2022-08-01,3
2022-11-01,stanley_water_bottle,Stanley,0.006684867144529433,6,2022-09-01,2
2022-11-01,yeti_water_bottle,Yeti,0.042240623761826225,6,2018-08-01,51
2022-12-01,camelbak_water_bottle,CamelBak,0.008333853548910669,6,2012-02-01,130
2022-12-01,frank_green_water_bottle,Frank Green,0.06443725846493249,6,2020-06-01,30
2022-12-01,hydro_flask_water_bottle,Hydro Flask,0.009100983358173602,6,2018-08-01,52
2022-12-01,owala_water_bottle,Owala,0.004032258064516129,6,2022-08-01,4
2022-12-01,stanley_water_bottle,Stanley,0.008283110235054809,6,2022-09-01,3
2022-12-01,yeti_water_bottle,Yeti,0.05063789104179958,6,2018-08-01,52
2023-01-01,camelbak_water_bottle,CamelBak,0.010986875200073168,6,2012-02-01,131
2023-01-01,frank_green_water_bottle,Frank Green,0.0640500906998369,6,2020-06-01,31
2023-01-01,hydro_flask_water_bottle,Hydro Flask,0.0067487334662907185,6,2018-08-01,53
2023-01-01,owala_water_bottle,Owala,0.006890860325974829,6,2022-08-01,5
2023-01-01,stanley_water_bottle,Stanley,0.012127933884196357,6,2022-09-01,4
2023-01-01,yeti_water_bottle,Yeti,0.05595660371496385,6,2018-08-01,53
2023-02-01,camelbak_water_bottle,CamelBak,0.01194981213097155,6,2012-02-01,132
2023-02-01,frank_green_water_bottle,Frank Green,0.06157944176060117,6,2020-06-01,32
2023-02-01,hydro_flask_water_bottle,Hydro Flask,0.003948785449323921,6,2018-08-01,54
2023-02-01,owala_water_bottle,Owala,0.008814965497985721,6,2022-08-01,6
2023-02-01,stanley_water_bottle,Stanley,0.014713412734273816,6,2022-09-01,5
2023-02-01,yeti_water_bottle,Yeti,0.05689006185396437,6,2018-08-01,54
2023-03-01,camelbak_water_bottle,CamelBak,0.01058715379626378,6,2012-02-01,133
2023-03-01,frank_green_water_bottle,Frank Green,0.06904392038993719,6,2020-06-01,33
2023-03-01,hydro_flask_water_bottle,Hydro Flask,0.0035932764359160297,6,2018-08-01,55
2023-03-01,owala_water_bottle,Owala,0.010909380474597866,6,2022-08-01,7
2023-03-01,stanley_water_bottle,Stanley,0.01541520531098734,6,2022-09-01,6
2023-03-01,yeti_water_bottle,Yeti,0.055747514600861796,6,2018-08-01,55
2023-04-01,camelbak_water_bottle,CamelBak,0.009176575955436929,6,2012-02-01,134
2023-04-01,frank_green_water_bottle,Frank Green,0.07333331641620246,6,2020-06-01,34
2023-04-01,hydro_flask_water_bottle,Hydro Flask,0.0038318017265385686,6,2018-08-01,56
2023-04-01,owala_water_bottle,Owala,0.009949341438703142,6,2022-08-01,8
2023-04-01,stanley_water_bottle,Stanley,0.015369074989049167,6,2022-09-01,7
2023-04-01,yeti_water_bottle,Yeti,0.05338587920766364,6,2018-08-01,56
2023-05-01,camelbak_water_bottle,CamelBak,0.006590953652172602,6,2012-02-01,135
2023-05-01,frank_green_water_bottle,Frank Green,0.07667362856120659,6,2020-06-01,35
2023-05-01,hydro_flask_water_bottle,Hydro Flask,0.0037509207320528073,6,2018-08-01,57
2023-05-01,owala_water_bottle,Owala,0.009647147147147147,6,2022-08-01,9
2023-05-01,stanley_water_bottle,Stanley,0.014680375366543411,6,2022-09-01,8
2023-05-01,yeti_water_bottle,Yeti,0.051736884332411685,6,2018-08-01,57
2023-06-01,camelbak_water_bottle,CamelBak,0.009417809167705304,6,2012-02-01,136
2023-06-01,frank_green_water_bottle,Frank Green,0.06483299394966785,6,2020-06-01,36
2023-06-01,hydro_flask_water_bottle,Hydro Flask,0.0026041666666666665,6,2018-08-01,58
2023-06-01,owala_water_bottle,Owala,0.00940688775510204,6,2022-08-01,10
2023-06-01,stanley_water_bottle,Stanley,0.015827883430603217,6,2022-09-01,9
2023-06-01,yeti_water_bottle,Yeti,0.05151258299677716,6,2018-08-01,58
2023-07-01,camelbak_water_bottle,CamelBak,0.007919201348813,6,2012-02-01,137
2023-07-01,frank_green_water_bottle,Frank Green,0.05907094453316488,6,2020-06-01,37
2023-07-01,hydro_flask_water_bottle,Hydro Flask,0.0035094355482704997,6,2018-08-01,59
2023-07-01,owala_water_bottle,Owala,0.00972975244819905,6,2022-08-01,11
2023-07-01,stanley_water_bottle,Stanley,0.015077187176596209,6,2022-09-01,10
2023-07-01,yeti_water_bottle,Yeti,0.052644914451900525,6,2018-08-01,59
2023-08-01,camelbak_water_bottle,CamelBak,0.00877457501762252,6,2012-02-01,138
2023-08-01,frank_green_water_bottle,Frank Green,0.055451327501403976,6,2020-06-01,38
2023-08-01,hydro_flask_water_bottle,Hydro Flask,0.006808395831963053,6,2018-08-01,60
2023-08-01,owala_water_bottle,Owala,0.014543738611593249,6,2022-08-01,12
2023-08-01,stanley_water_bottle,Stanley,0.01751779261945495,6,2022-09-01,11
2023-08-01,yeti_water_bottle,Yeti,0.056966263254788874,6,2018-08-01,60
2023-09-01,camelbak_water_bottle,CamelBak,0.00536000376967298,6,2012-02-01,139
2023-09-01,frank_green_water_bottle,Frank Green,0.05139944367024931,6,2020-06-01,39
2023-09-01,hydro_flask_water_bottle,Hydro Flask,0.006699858815653113,6,2018-08-01,61
2023-09-01,owala_water_bottle,Owala,0.01703334798997326,6,2022-08-01,13
2023-09-01,stanley_water_bottle,Stanley,0.022015529245136296,6,2022-09-01,12
2023-09-01,yeti_water_bottle,Yeti,0.06357991948289216,6,2018-08-01,61
2023-10-01,camelbak_water_bottle,CamelBak,0.004330188249236519,6,2012-02-01,140
2023-10-01,frank_green_water_bottle,Frank Green,0.048898291621573164,6,2020-06-01,40
2023-10-01,hydro_flask_water_bottle,Hydro Flask,0.005012853535500023,6,2018-08-01,62
2023-10-01,owala_water_bottle,Owala,0.019949515191809264,6,2022-08-01,14
2023-10-01,stanley_water_bottle,Stanley,0.025898363766373455,6,2022-09-01,13
2023-10-01,yeti_water_bottle,Yeti,0.06940554027906995,6,2018-08-01,62
2023-11-01,camelbak_water_bottle,CamelBak,0.004705065049892636,6,2012-02-01,141
2023-11-01,frank_green_water_bottle,Frank Green,0.04977608598298253,6,2020-06-01,41
2023-11-01,hydro_flask_water_bottle,Hydro Flask,0.001564945226917058,6,2018-08-01,63
2023-11-01,owala_water_bottle,Owala,0.025241496638930865,6,2022-08-01,15
2023-11-01,stanley_water_bottle,Stanley,0.030498034025570827,6,2022-09-01,14
2023-11-01,yeti_water_bottle,Yeti,0.07682621763564595,6,2018-08-01,63
2023-12-01,camelbak_water_bottle,CamelBak,0.005296392282693653,6,2012-02-01,142
2023-12-01,frank_green_water_bottle,Frank Green,0.05552646680298029,6,2020-06-01,42
2023-12-01,hydro_flask_water_bottle,Hydro Flask,0.0022294637888144613,6,2018-08-01,64
2023-12-01,owala_water_bottle,Owala,0.030525511742321227,6,2022-08-01,16
2023-12-01,stanley_water_bottle,Stanley,0.0343964637685596,6,2022-09-01,15
2023-12-01,yeti_water_bottle,Yeti,0.0806411657995921,6,2018-08-01,64
2024-01-01,camelbak_water_bottle,CamelBak,0.006083333333333334,6,2012-02-01,143
2024-01-01,frank_green_water_bottle,Frank Green,0.05693694751089117,6,2020-06-01,43
2024-01-01,hydro_flask_water_bottle,Hydro Flask,0.0026586985391766267,6,2018-08-01,65
2024-01-01,owala_water_bottle,Owala,0.040488106444413294,6,2022-08-01,17
2024-01-01,stanley_water_bottle,Stanley,0.039830336312408024,6,2022-09-01,16
2024-01-01,yeti_water_bottle,Yeti,0.08402049913362569,6,2018-08-01,65
